eksercits	parada	f	
vagtparade	varðhaldsparada	f	
vagtparade	vaktparada	f	
chaperone	sómadadda	f	
tåge	skadda	f	
kladde	kladda	f	
memorial	kladda	f	
layout	kladda	f	
slide	gnadda	f	
skure	gnadda	f	
tudse	padda	f	
larve	padda	f	
haletudse	halapadda	f	
skrubtudse	rúðurpadda	f	
skrabe	kradda	f	
sigte	medda	f	
trosbekendelse	kredda	f	
tippe	vedda	f	
rokke	gidda	f	
hank	hødda	f	
tåge	skødda	f	
ordne	rudda	f	
bringe	órudda	f	
brugde	brugda	f	
trykke	trygda	f	
danaide	danaida	f	
pyramide	pyramida	f	
hæmoride	hemorida	f	
karyatide	karyatida	f	
bølge	alda	f	
vove	alda	f	
gange	falda	f	
dønning	sigalda	f	
holde	halda	f	
tænke	halda	f	
stævne	halda	f	
tro	halda	f	
bøsse	gjalda	f	
bet	gjalda	f	
hækbølge	hekkalda	f	
hashpibe	snælda	f	
chillum	snælda	f	
håndten	handsnælda	f	
harpe	sálda	f	
sigte	sálda	f	
stifte	valda	f	
lydbølge	ljóðalda	f	
flodbølge	flóðalda	f	
kilde	kelda	f	
hjælpekilde	varakelda	f	
fejlkilde	feilkelda	f	
lyskilde	ljóskelda	f	
støjkilde	óljóðskelda	f	
hængesæk	flotkelda	f	
indtægtskilde	inntøkukelda	f	
energikilde	orkukelda	f	
smittekilde	smittukelda	f	
fontanelle	høvuðkelda	f	
datamaskine	telda	f	
computer	telda	f	
datamat	telda	f	
hjemmecomputer	heimatelda	f	
lommecomputer	lummatelda	f	
computer	egintelda	f	
datamat	talgildistelda	f	
computer	samgildistelda	f	
hjemmecomputer	hústelda	f	
fold	folda	f	
huldre	hulda	f	
skyldighed	skylda	f	
forpligtelse	skylda	f	
pligt	skylda	f	
borgerpligt	borgaraskylda	f	
vigepligt	víkiskylda	f	
mødepligt	møtiskylda	f	
anmeldepligt	fráboðanarskylda	f	
anmeldelsespligt	fráboðanarskylda	f	
underholdspligt	uppihaldsskylda	f	
subordination	lýdnisskylda	f	
vidnepligt	vitnisskylda	f	
turnus	arbeiðsskylda	f	
bidragspligt	tilløguskylda	f	
edition	framløguskylda	f	
tjenestepligt	tænastuskylda	f	
klappe	mylda	f	
ånde	anda	f	
trække	anda	f	
sarabande	sarabanda	f	
gynge	danda	f	
rokke	danda	f	
vippe	danda	f	
trolddom	ganda	f	
propaganda	propaganda	f	
lange	handa	f	
stikke	handa	f	
blande	blanda	f	
flamme	branda	f	
skinne	branda	f	
lue	branda	f	
skade	granda	f	
ende	enda	f	
bøje	benda	f	
efeu	viðbenda	f	
ske	henda	f	
times	henda	f	
blænder	blenda	f	
slynge	senda	f	
kaste	senda	f	
slibesten	senda	f	
kolbøtte	kúvenda	f	
kovending	kúvenda	f	
modsætning	kúvenda	f	
lænke	binda	f	
snøre	binda	f	
mundkurv	múlabinda	f	
blænde	blinda	f	
himpegimpe	skrinda	f	
kælling	skrinda	f	
vinde	vinda	f	
slynge	vinda	f	
ål	álvinda	f	
glasål	álvinda	f	
anakonda	anakonda	f	
blondine	blonda	f	
garnering	blonda	f	
feston	blonda	f	
spondæ	sponda	f	
stub	súlunda	f	
bund	súlunda	f	
spise	súlunda	f	
runde	runda	f	
grunde	grunda	f	
stifte	grunda	f	
ynde	ynda	f	
forme	mynda	f	
synd	synda	f	
pagode	pagoda	f	
diode	dioda	f	
lysdiode	ljósdioda	f	
kommode	kommoda	f	
chiffonniere	kommoda	f	
elektrode	elektroda	f	
soda	soda	f	
garde	garda	f	
avantgarde	avantgarda	f	
etude	etuda	f	
vante	deyda	f	
nathue	deyda	f	
svækling	deyda	f	
dødbider	deyda	f	
styrvolt	deyda	f	
stenurt	deyda	f	
penge	fæ	f	
formue	fæ	f	
kapital	fæ	f	
rigdom	fæ	f	
ejendom	fæ	f	
ejendom	leysafæ	f	
spise	skaffa	f	
vej	skaffa	f	
gynge	duffa	f	
rulle	duffa	f	
vippe	duffa	f	
skuffe	skuffa	f	
fejebakke	feiiskuffa	f	
kommodeskuffe	kommoduskuffa	f	
muffe	muffa	f	
muffedise	muffa	f	
muffin	muffa	f	
drage	suffa	f	
alfa	alfa	f	
vuggegave	tannfæ	n	
sofa	sofa	f	
chaiselong	sofa	f	
løjbænk	sofa	f	
chesterfieldsofa	chesterfieldsofa	f	
hængesofa	heingisofa	f	
sovesofa	sovisofa	f	
futon	sovisofa	f	
sovesofa	svøvnsofa	f	
plyssofa	plússsofa	f	
lånekapital	lánsfæ	f	
startkapital	stovnsfæ	f	
dotation	gávufæ	f	
hyfe	hyfa	f	
sløjfe	sloyfa	f	
butterfly	sloyfa	f	
repræsentation	borðfæ	f	
skade	bága	f	
vej	baga	f	
mage	laga	f	
græstørv	flaga	f	
klage	klaga	f	
beskyldning	klaga	f	
besværing	klaga	f	
reklamation	klaga	f	
jammerklage	harmaklaga	f	
plage	plága	f	
pleje	plaga	f	
gene	plága	f	
lidelse	plága	f	
skik	plaga	f	
irritation	plága	f	
landeplage	landaplága	f	
plageånd	syndaplága	f	
borte	handarlaga	f	
drive	slaga	f	
lave	avlaga	f	
drage	draga	f	
trække	draga	f	
hale	draga	f	
vove	vága	f	
risiko	vága	f	
kz-lejr	kz-lega	f	
beliggenhed	lega	f	
tilstand	lega	f	
leje	lega	f	
stilling	lega	f	
placering	lega	f	
situation	lega	f	
lejr	lega	f	
fangelejr	fangalega	f	
koncentrationslejr	fangalega	f	
red	skipalega	f	
spejderlejr	skótalega	f	
teltlejr	tjaldlega	f	
frugtknude	egglega	f	
egenskab	ílega	f	
kopulation	samlega	f	
coitus	samlega	f	
kønsakt	samlega	f	
natostilling	natolega	f	
sommerlejr	summarlega	f	
forlægning	herlega	f	
garnison	herlega	f	
koncentrationslejr	konsentratiónslega	f	
arbejdslejr	arbeiðslega	f	
omega	omega	f	
vej	vega	f	
vej	útvega	f	
vej	bagga	f	
konkylie	gágga	f	
træskostøvle	gagga	f	
konk	gágga	f	
trompetsnegl	gágga	f	
lus	gagga	f	
flage	flagga	f	
flynder	spragga	f	
helleflynder	spragga	f	
tand	tagga	f	
tak	tagga	f	
spids	tagga	f	
vugge	vagga	f	
klukflaske	skvagga	f	
kilde	digga	f	
kusse	gigga	f	
funke	rigga	f	
forberedelse	rigga	f	
kvinde	sigga	f	
krage	sigga	f	
hakke	høgga	f	
kogge	kogga	f	
strømer	løgga	f	
panser	løgga	f	
strisser	løgga	f	
bolle	mogga	f	
file	snøgga	f	
ende	skrøgga	f	
vugge	vøgga	f	
bolle	jugga	f	
skygge	skugga	f	
flæse	flugga	f	
nougat	nugga	f	
slave	knugga	f	
vugge	rugga	f	
rokke	rugga	f	
losseplads	sugga	f	
mundfuld	tugga	f	
mundfuld	kjøttugga	f	
besidde	eiga	f	
inde	eiga	f	
besiddelse	eiga	f	
måtte	eiga	f	
have	eiga	f	
verden	eiga	f	
ret	eiga	f	
leje	leiga	f	
hyre	leiga	f	
udlejning	leiga	f	
husleje	húsaleiga	f	
leasing	langleiga	f	
langtidsleje	langtíðarleiga	f	
udlejning	endurleiga	f	
leje	ársleiga	f	
udlejning	útleiga	f	
måde	ómetaliga		
stemme	ljódliga		
helt	ruddiliga		
verden	endiliga		
gavn	dyggiliga		
ret	rímiliga		
bund	fullkomiliga		
pure	fullkomiliga		
helt	fullkomiliga		
sandhed	sanniliga		
alvor	rættiliga		
ret	rættiliga		
helt	rættiliga		
ret	reiðiliga		
mag	makliga		
ro	makliga		
almindelighed	vanliga		
regel	vanliga		
knap	knappliga		
tid	stundisliga		
tid	stundvísliga		
ret	fittliga		
stemme	spakuliga		
virkelighed	veruliga		
grad	ógvuliga		
måde	ógvuliga		
mag	hóvliga		
ro	hóvliga		
træk	grovliga		
bøje	níga		
udtale	siga		
tand	tiga		
kaje	tiga		
bøtte	tiga		
stige	stíga		
kvie	kvíga	f	
lomvie	íslandslomviga	f	
blåalge	bláalga	f	
højtid	halga	f	
immunitet	friðhalga	f	
integritet	friðhalga	f	
rendemaske	korkanálga	f	
grønalge	grønalga	f	
fælg	felga	f	
hjulfælg	hjúlfelga	f	
pose	bjølga	f	
padderok	bjølga	f	
bule	búlga	f	
slå	banga	f	
banke	banga	f	
klø	banga	f	
plimsoller	danga	f	
fange	fanga	f	
tå	ganga	f	
forløbe	ganga	f	
drage	ganga	f	
gange	ganga	f	
flaske	ganga	f	
apostel	ganga	f	
indrømmelse	viðganga	f	
slange	slanga	f	
kvælerslange	kvalaraslanga	f	
haveslange	havaslanga	f	
brandslange	sløkkislanga	f	
spuleslange	spulislanga	f	
pytonslange	pytonslanga	f	
søslange	sjóslanga	f	
giftslange	eiturslanga	f	
gasslange	gassslanga	f	
haveslange	urtagarðsslanga	f	
klapperslange	glintslanga	f	
brilleslange	brilluslanga	f	
mad	manga	f	
vrangside	ranga	f	
brillant	hendinga	f	
bringe	bringa	f	
brystkasse	bringa	f	
revne	springa	f	
stikke	stinga	f	
skose	stinga	f	
tvinge	tvinga	f	
skruetvinge	tvinga	f	
vandring	gonga	f	
march	gonga	f	
procession	gonga	f	
landgang	landgonga	f	
føring	fyrigonga	f	
fremrykning	framgonga	f	
sammenslutning	samgonga	f	
holmgang	hólmgonga	f	
duel	hólmgonga	f	
tvekamp	hólmgonga	f	
formidling	millumgonga	f	
mægling	millumgonga	f	
mellemkomst	millumgonga	f	
indtrædelse	inngonga	f	
indgang	inngonga	f	
indmarch	inngonga	f	
somnambulisme	svøvngonga	f	
kapgang	kappgonga	f	
opgang	uppgonga	f	
opstigning	uppgonga	f	
ilmarch	snargonga	f	
rettergang	rættargonga	f	
fredsmarch	friðargonga	f	
march	hergonga	f	
nedbør	úrgonga	f	
genganger	afturgonga	f	
gejst	afturgonga	f	
nedgang	niðurgonga	f	
protestmarch	mótmælisgonga	f	
demonstration	mótmælisgonga	f	
honnørmarch	heiðursgonga	f	
modgang	mótgonga	f	
balancegang	vøgugonga	f	
orgasme	avgonga	f	
sædafgang	avgonga	f	
udløsning	avgonga	f	
ejakulation	avgonga	f	
demonstration	kravgonga	f	
strækmarch	stívgonga	f	
patrulje	varðgonga	f	
ordstrid	orðgonga	f	
diskussion	orðgonga	f	
debat	orðgonga	f	
procession	skrúðgonga	f	
kavalkade	reiðskrúðgonga	f	
runding	bunga	f	
krumning	bunga	f	
pukkel	bunga	f	
bunke	dunga	f	
lunge	lunga	f	
sprække	sprunga	f	
revne	sprunga	f	
spalte	sprunga	f	
kløft	sprunga	f	
tunge	tunga	f	
oksetunge	neytatunga	f	
stikflamme	eldtunga	f	
sladderhank	skatitunga	f	
fortunge	framtunga	f	
gravure	stunga	f	
indføring	stunga	f	
bananstik	bananstunga	f	
kattetunge	kettutunga	f	
midttunge	miðtunga	f	
bue	boga	f	
synagoge	synagoga	f	
yoga	joga	f	
flamme	loga	f	
lue	loga	f	
aflejring	áløga	f	
beskatning	skattaáløga	f	
cd	fløga	f	
lag	fløga	f	
dvd	margfløga	f	
disk	ljómfløga	f	
investering	íløga	f	
indsats	íløga	f	
tribut	íløga	f	
investering	pengaíløga	f	
indblanding	uppíløga	f	
forelæggelse	framløga	f	
fremlæggelse	framløga	f	
præsentation	framløga	f	
sammenlægning	samløga	f	
sum	samløga	f	
fusion	samløga	f	
tværsum	tvørsamløga	f	
indtægt	innløga	f	
osteløbe	undirløga	f	
klæg	leirløga	f	
ensilage	súrløga	f	
ophævelse	niðurløga	f	
slutning	niðurløga	f	
konklusion	niðurløga	f	
fastlæggelse	fastløga	f	
udgift	útløga	f	
kokasse	mykjuløga	f	
passage	smoga	f	
undergang	smoga	f	
udvej	smoga	f	
boks	smoga	f	
tunnel	fjallasmoga	f	
viadukt	vegsmoga	f	
døgnboks	samdøgurssmoga	f	
postboks	postsmoga	f	
historie	søga	f	
krønike	søga	f	
fortælling	søga	f	
indsugning	soga	f	
beretning	søga	f	
narrativ	søga	f	
story	søga	f	
videnskabshistorie	vísindasøga	f	
saga	íslendingasøga	f	
ættesaga	íslendingasøga	f	
personalhistorie	einstaklingasøga	f	
molbohistorie	býttlingasøga	f	
almanakhistorie	álmanakkasøga	f	
kriminalroman	brotsmálasøga	f	
detektivroman	brotsmálasøga	f	
fortælling	smásøga	f	
historie	frásøga	f	
fortælling	frásøga	f	
beretning	frásøga	f	
underretning	frásøga	f	
rapport	frásøga	f	
myte	leysasøga	f	
sladder	kjaftasøga	f	
litteraturhistorie	bókmentasøga	f	
kunsthistorie	listasøga	f	
beretning	skaðasøga	f	
rejsebeskrivelse	ferðasøga	f	
roman	skaldsøga	f	
jegroman	egskaldsøga	f	
dannelsesroman	menningarskaldsøga	f	
udviklingsroman	menningarskaldsøga	f	
kærlighedsroman	ástarskaldsøga	f	
roman	ættarskaldsøga	f	
slægtsroman	ættarskaldsøga	f	
kærlighedsroman	kærleiksskaldsøga	f	
detektivroman	detektivskaldsøga	f	
godnathistorie	kvøldsøga	f	
skipperhistorie	skrøggsøga	f	
røverhistorie	skrøggsøga	f	
myte	skrøggsøga	f	
fabel	skrøggsøga	f	
indsugning	ísoga	f	
absorption	ísoga	f	
legende	halgisøga	f	
hagiografi	halgisøga	f	
historie	lygisøga	f	
løgnehistorie	lygisøga	f	
skrøne	lygisøga	f	
myte	lygisøga	f	
vrøvlehistorie	tvætlisøga	f	
fantasi	fantasisøga	f	
vittighed	skemtisøga	f	
knaldroman	lættisøga	f	
biografi	ævisøga	f	
selvbiografi	sjálvsævisøga	f	
sproghistorie	málsøga	f	
resorption	innsoga	f	
verdenshistorie	veraldarsøga	f	
fylogenese	ættmenningarsøga	f	
tragedie	sorgarsøga	f	
kærlighedshistorie	ástarsøga	f	
ættesaga	ættarsøga	f	
samtidshistorie	samtíðarsøga	f	
skipperhistorie	hersøga	f	
krønike	hersøga	f	
forhistorie	forsøga	f	
naturhistorie	natúrsøga	f	
retshistorie	rættargangssøga	f	
kærlighedshistorie	kærleikssøga	f	
nøgleroman	lykilssøga	f	
verdenshistorie	heimssøga	f	
sygehistorie	sjúkdómssøga	f	
solstrålehistorie	sólskinssøga	f	
detektivroman	brotssøga	f	
biografi	lívssøga	f	
novelle	stuttsøga	f	
bibelhistorie	bíbliusøga	f	
kirkehistorie	kirkjusøga	f	
lidelseshistorie	pínslusøga	f	
naturhistorie	náttúrusøga	f	
sladder	smettusøga	f	
detektivroman	detektivsøga	f	
and	blaðsøga	f	
kulturhistorie	siðsøga	f	
toga	toga	f	
drage	toga	f	
trække	toga	f	
hale	toga	f	
ro	toga	f	
balance	vøga	f	
vaskeklud	tvøga	f	
karklud	tvøga	f	
gulvklud	tvøga	f	
nathue	tvøga	f	
svækling	tvøga	f	
svaber	tvøga	f	
lusepuster	tvøga	f	
kryster	tvøga	f	
gulvklud	gólvtvøga	f	
karklud	borðtvøga	f	
stikke	arga	f	
ærte	arga	f	
farve	farga	f	
frelse	bjarga	f	
hytte	bjarga	f	
tjære	tjarga	f	
fejlmargen	feilmarga	f	
fejlmargen	villumarga	f	
ærte	forarga	f	
kredit	borga	f	
tjære	tjørga	f	
vove	torga	f	
orgel	urga	f	
bund	púrga	f	
surhedsgrad	súrga	f	
røntgen	røntga	f	
slynge	buga	f	
bøje	buga	f	
krumme	buga	f	
evne	duga	f	
batte	duga	f	
nytte	duga	f	
fuga	fuga	f	
centrifuge	sentrifuga	f	
hue	huga	f	
holde	kúga	f	
trykke	kúga	f	
tryne	kúga	f	
flue	fluga	f	
stueflue	fluga	f	
spyflue	maðkafluga	f	
hestebremse	rossafluga	f	
tsetseflue	tsetsefluga	f	
svirreflue	surrifluga	f	
spyflue	skinfluga	f	
tangloppe	marfluga	f	
døgnflue	samdøgursfluga	f	
stueflue	húsfluga	f	
stikflue	bitfluga	f	
stueflue	búfluga	f	
brumbasse	humlufluga	f	
bi	býfluga	f	
drone	kallbýfluga	f	
drone	hannbýfluga	f	
honningbi	hunangsbýfluga	f	
glug	eyga	f	
øsken	eyga	f	
tørvegrav	eyga	f	
okseøje	neytaeyga	f	
lampret	nígginieyga	f	
pleje	pleyga	f	
snak	sleyga	f	
soløje	sólareyga	f	
tørvegrav	torveyga	f	
holdt	steðga	f	
lus	møðga	f	
ha	ha	f	
cha-cha-cha	cha-cha-cha	f	
brioche	briocha	f	
pasha	pasha	f	
capriccio	capriccia	f	
tragedie	tragedia	f	
komedie	komedia	f	
folkekomedie	fólkakomedia	f	
tragikomedie	tragikomedia	f	
mafia	mafia	f	
askepot	øskufía	f	
bibel	Bíblia	f	
prøve	eksamia	f	
eksamen	eksamia	f	
mumie	mumia	f	
mani	mania	f	
begonia	begonia	f	
paranoia	paranoia	f	
arie	aria	f	
malaria	malaria	f	
paria	paria	f	
bravurarie	bravuraria	f	
ferie	feria	f	
materie	materia	f	
cafeteria	kaffiteria	f	
bacille	steyrbakteria	f	
cikorie	sikoria	f	
kalorie	kaloria	f	
kilokalorie	kilokaloria	f	
glorie	gloria	f	
akacie	akasia	f	
lektie	leksia	f	
hortensia	hortensia	f	
ambrosia	ambrosia	f	
razzia	ratsia	f	
intelligentsia	intelligentsia	f	
demens	dementia	f	
endivie	endivia	f	
fortræd	ja	f	
lige	ja	f	
maharaja	maharaja	f	
pace	eggja	f	
nakke	eggja	f	
skærpe	eggja	f	
rappenskralde	geggja	f	
furie	geggja	f	
megære	geggja	f	
kaste	leggja	f	
stifte	grundleggja	f	
finere	spónleggja	f	
forhammer	sleggja	f	
mukkert	sleggja	f	
fælde	jarðleggja	f	
solsort	kvørkveggja	f	
smøre	meiggja	f	
gynge	reiggja	f	
trapez	reiggja	f	
ballongynge	ballónreiggja	f	
finansiere	fíggja	f	
rose	gíggja	f	
seng	liggja	f	
skinne	glíggja	f	
kvalme	klíggja	f	
spore	síggja	f	
letsindighed	óforsíggja	f	
forsigtighed	hyggja	f	
intention	hyggja	f	
fornuft	hyggja	f	
hensigt	hyggja	f	
forsigtighed	fyrihyggja	f	
omtanke	fyrihyggja	f	
dobbelthed	tvíhyggja	f	
dualisme	tvíhyggja	f	
pluralisme	fjølhyggja	f	
monisme	einhyggja	f	
skødesløshed	óhyggja	f	
malkonduite	óhyggja	f	
solipsisme	sjálvshyggja	f	
skinne	skyggja	f	
refleks	skyggja	f	
sky	skýggja	f	
hale	flýggja	f	
hase	flýggja	f	
mark	flýggja	f	
flugt	flýggja	f	
bøje	boyggja	f	
krumme	boyggja	f	
slå	doyggja	f	
død	doyggja	f	
billet	doyggja	f	
bort	doyggja	f	
død	steindoyggja	f	
hals	goyggja	f	
køje	koyggja	f	
køjeseng	koyggja	f	
hængekøje	heingikoyggja	f	
underkøje	undirkoyggja	f	
overkøje	yvirkoyggja	f	
slynge	floyggja	f	
kaste	floyggja	f	
trøje	troyggja	f	
sweater	troyggja	f	
islænder	posatroyggja	f	
sweater	posatroyggja	f	
pullover	posatroyggja	f	
spændetrøje	spennitroyggja	f	
uldtrøje	ulltroyggja	f	
undertrøje	undirtroyggja	f	
chemise	undirtroyggja	f	
færøtrøje	skipstroyggja	f	
jockeytrøje	jockeytroyggja	f	
genser	guernseytroyggja	f	
lomme	spýggja	f	
kaste	spýggja	f	
brækning	spýggja	f	
opkastning	spýggja	f	
gople	hvalspýggja	f	
brygge	bryggja	f	
mole	bryggja	f	
kaj	bryggja	f	
brygge	atløgubryggja	f	
kaj	atløgubryggja	f	
anløbsbro	atkomubryggja	f	
sikkerhed	tryggja	f	
kyse	styggja	f	
sky	styggja	f	
snitte	telgja	f	
bølge	bylgja	f	
vove	bylgja	f	
kuldebølge	kuldabylgja	f	
chokbølge	skelkabylgja	f	
hedebølge	hitabylgja	f	
varmebølge	hitabylgja	f	
langbølge	langbylgja	f	
chokbølge	sjokkbylgja	f	
mellembølge	millumbylgja	f	
mikrobølge	mikrobylgja	f	
mikrobølge	erbylgja	f	
radiobølge	útvarpsbylgja	f	
trykbølge	trýstbylgja	f	
kortbølge	stuttbylgja	f	
mellembølge	miðbylgja	f	
lydbølge	ljóðbylgja	f	
skytsånd	fylgja	f	
følge	fylgja	f	
spore	fylgja	f	
følgevirkning	fylgja	f	
efterdønning	fylgja	f	
medgift	heimanfylgja	f	
retsvirkning	rættarfylgja	f	
konsekvens	eftirfylgja	f	
rækkefølge	raðfylgja	f	
tur	raðfylgja	f	
kasse	bingja	f	
container	bingja	f	
silo	kornbingja	f	
kaste	deingja	f	
smitte	feingja	f	
hængning	heingja	f	
karre	húsaleingja	f	
endefuld	fleingja	f	
røvfuld	fleingja	f	
nakke	fleingja	f	
lag	fleingja	f	
lussing	fleingja	f	
stryg	fleingja	f	
høvl	fleingja	f	
klø	fleingja	f	
ris	fleingja	f	
dragt	fleingja	f	
skylle	skortfleingja	f	
irettesættelse	skortfleingja	f	
opsang	skortfleingja	f	
overhaling	skortfleingja	f	
lussing	skortfleingja	f	
salut	skortfleingja	f	
slynge	sleingja	f	
slangebøsse	sleingja	f	
katapult	steinsleingja	f	
bane	pappírsleingja	f	
gårdlænge	garðsleingja	f	
udlænge	útleingja	f	
midterrabat	miðleingja	f	
bombe	spreingja	f	
kæde	teingja	f	
lænke	teingja	f	
slå	steingja	f	
bøje	ringja	f	
ring	ringja	f	
hob	dyngja	f	
dynge	dyngja	f	
bunke	dyngja	f	
kvæde	syngja	f	
trykke	tyngja	f	
trykke	fergja	f	
presse	fergja	f	
skodde	byrgja	f	
stemme	byrgja	f	
mede	dyrgja	f	
træk	dyrgja	f	
nærhed	hjá		
hos	hjá		
cha-cha-cha	kja-kja-kja	m	
iris	mækja	f	
reje	rækja	f	
hestereje	rossarækja	f	
læge	lekja	f	
tromme	díkja	f	
kano	eikja	f	
leje	keikja	f	
ild	kveikja	f	
katalyse	kveikja	f	
stifte	kveikja	f	
liste	sníkja	f	
knage	ríkja	f	
sprække	spríkja	f	
sprøjte	spríkja	f	
skuffe	svíkja	f	
stikke	svíkja	f	
snekke	snekkja	f	
matrone	snekkja	f	
rad	rekkja	f	
kæde	rekkja	f	
række	rekkja	f	
seng	rekkja	f	
orden	rekkja	f	
post	rekkja	f	
tævehund	bikkja	f	
hunhund	bikkja	f	
rappenskralde	bikkja	f	
mær	bikkja	f	
rappenskralde	illbikkja	f	
kåbe	skikkja	f	
kappe	skikkja	f	
harpe	klikkja	f	
sløjfe	lykkja	f	
løkke	lykkja	f	
krumning	lykkja	f	
bugtning	lykkja	f	
strop	lykkja	f	
bugt	lykkja	f	
orgie	ovdrykkja	f	
å	skrykkja	f	
stemme	samtykkja	f	
mund	skelkja	f	
grimasse	skelkja	f	
slagorden	fylkja	f	
enke	einkja	f	
lænke	leinkja	f	
fodlænke	fótleinkja	f	
tænke	teinkja	f	
krykke	høkja	f	
krykkestok	høkja	f	
glædespige	skøkja	f	
skøge	skøkja	f	
ludder	skøkja	f	
bringe	fløkja	f	
forvikling	fløkja	f	
forvirring	fløkja	f	
hurlumhej	fløkja	f	
uorden	fløkja	f	
implikation	fløkja	f	
komplikation	fløkja	f	
labyrint	fløkja	f	
væv	fløkja	f	
begrebsforvirring	hugtaksfløkja	f	
omsorg	røkja	f	
bøje	krøkja	f	
musevikke	krøkja	f	
krumme	krøkja	f	
mæfikke	órøkja	f	
søge	søkja	f	
æske	erkja	f	
spore	merkja	f	
stikke	avmerkja	f	
bemærkning	viðmerkja	f	
grimasse	snerkja	f	
lave	snerkja	f	
svie	verkja	f	
kirke	kirkja	f	
højkirke	hákirkja	f	
folkekirke	fólkakirkja	f	
pavekirke	pávakirkja	f	
rundkirke	rundkirkja	f	
rundkirke	ringkirkja	f	
frikirke	fríkirkja	f	
domkirke	dómkirkja	f	
katedral	dómkirkja	f	
oldkirke	fornkirkja	f	
landsbykirke	bygdarkirkja	f	
moderkirke	móðurkirkja	f	
statskirke	ríkiskirkja	f	
annekskirke	annekskirkja	f	
annekskirke	útkirkja	f	
stavkirke	stavkirkja	f	
smerte	virkja	f	
styrke	styrkja	f	
støtte	styrkja	f	
æske	eskja	f	
karton	pappeskja	f	
mælkekarton	mjólkareskja	f	
tærskemaskine	maskintreskja	f	
mejetærsker	skurðtreskja	f	
madkasse	mateskja	f	
trøske	treiskja	f	
mand	menniskja	f	
djævel	menniskja	f	
karton	papperskja	f	
blød	mýkja	f	
kokasse	neytamykja	f	
nakke	eyðmýkja	f	
dukke	eyðmýkja	f	
dampe	roykja	f	
medalje	medalja	f	
guldmedalje	gullmedalja	f	
sølvmedalje	silvurmedalja	f	
tapperhedsmedalje	dirvismedalja	f	
fortjenstmedalje	rósmedalja	f	
fortjenstmedalje	ærumedalja	f	
bronzemedalje	bronsumedalja	f	
bronzemedalje	bronzumedalja	f	
malle	malja	f	
emalje	emalja	f	
talje	talja	f	
detalje	detalja	f	
gi	stórtalja	f	
råbe	skrelja	f	
skralde	skrelja	f	
katamaran	tvíkilja	f	
harpe	skilja	f	
lilje	lilja	f	
påskelilje	páskalilja	f	
liljekonval	dalalilja	f	
scilla	blálilja	f	
engkarse	vatnlilja	f	
familie	familja	f	
stamme	familja	f	
slægt	familja	f	
børnefamilie	barnafamilja	f	
svigerfamilie	svigarfamilja	f	
svigerfamilie	verfamilja	f	
støttefamilie	stuðulsfamilja	f	
kernefamilie	kjarnufamilja	f	
vanilje	vanilja	f	
guerilla	gerilja	f	
dæk	tilja	f	
lyste	vilja	f	
cedille	sedillja	f	
olie	olja	f	
petroleum	olja	f	
råolie	ráolja	f	
sojaolie	soyaolja	f	
smøreolie	smyrjiolja	f	
brændselsolie	brenniolja	f	
dieselolie	dieselolja	f	
sololie	sólolja	f	
olivenolie	olivenolja	f	
olie	steinolja	f	
mineralolie	steinolja	f	
petroleum	steinolja	f	
linolie	línolja	f	
terpentinolie	terpentinolja	f	
jomfruolie	jomfrúolivinolja	f	
